Batch 0 - Dataset Indices: [2, 2], Sample Indices: [2173, 730]
Batch 85454 - Dataset Indices: [0, 0], Sample Indices: [15797, 34389]
Batch 85455 - Dataset Indices: [2, 2], Sample Indices: [3432, 3688]
Batch 85456 - Dataset Indices: [0, 0], Sample Indices: [20393, 58144]
Batch 85457 - Dataset Indices: [1, 1], Sample Indices: [1929, 16782]
Batch 85458 - Dataset Indices: [1, 1], Sample Indices: [8490, 11547]
Batch 85459 - Dataset Indices: [2, 2], Sample Indices: [8896, 8413]
Batch 85460 - Dataset Indices: [0, 0], Sample Indices: [14913, 51845]
Batch 85461 - Dataset Indices: [0, 0], Sample Indices: [65666, 11966]
Batch 85462 - Dataset Indices: [2, 2], Sample Indices: [6798, 7015]
Batch 85463 - Dataset Indices: [2, 2], Sample Indices: [2051, 5349]
Batch 85464 - Dataset Indices: [1, 1], Sample Indices: [12457, 6350]
Batch 85465 - Dataset Indices: [1, 1], Sample Indices: [4153, 7468]
Batch 85466 - Dataset Indices: [0, 0], Sample Indices: [24080, 25152]
Batch 85467 - Dataset Indices: [1, 1], Sample Indices: [14285, 8277]
Batch 85468 - Dataset Indices: [0, 0], Sample Indices: [65813, 44274]
Batch 85469 - Dataset Indices: [1, 1], Sample Indices: [4264, 12438]
Batch 85470 - Dataset Indices: [1, 1], Sample Indices: [18767, 19667]
Batch 85471 - Dataset Indices: [2, 2], Sample Indices: [6150, 3487]
Batch 85472 - Dataset Indices: [0, 0], Sample Indices: [48455, 10050]
Batch 85473 - Dataset Indices: [2, 2], Sample Indices: [21, 8634]
Batch 85474 - Dataset Indices: [1, 1], Sample Indices: [17711, 469]
Batch 85475 - Dataset Indices: [2, 2], Sample Indices: [7590, 689]
Batch 85476 - Dataset Indices: [0, 0], Sample Indices: [7591, 64060]
Batch 85477 - Dataset Indices: [0, 0], Sample Indices: [27674, 57184]
Batch 85478 - Dataset Indices: [1, 1], Sample Indices: [4509, 13090]
Batch 85479 - Dataset Indices: [2, 2], Sample Indices: [1793, 4237]
Batch 85480 - Dataset Indices: [1, 1], Sample Indices: [11886, 20215]
Batch 85481 - Dataset Indices: [2, 2], Sample Indices: [2511, 2770]
Batch 85482 - Dataset Indices: [0, 0], Sample Indices: [2075, 3707]
Batch 85483 - Dataset Indices: [2, 2], Sample Indices: [7259, 6058]
Batch 85484 - Dataset Indices: [1, 1], Sample Indices: [17975, 17016]
Batch 85485 - Dataset Indices: [0, 0], Sample Indices: [32897, 3827]
Batch 85486 - Dataset Indices: [2, 2], Sample Indices: [1879, 6460]
Batch 85487 - Dataset Indices: [0, 0], Sample Indices: [64442, 65486]
Batch 85488 - Dataset Indices: [2, 2], Sample Indices: [6365, 1468]
Batch 85489 - Dataset Indices: [2, 2], Sample Indices: [5895, 1378]
Batch 85490 - Dataset Indices: [2, 2], Sample Indices: [8016, 1340]
Batch 85491 - Dataset Indices: [1, 1], Sample Indices: [17616, 11856]
Batch 85492 - Dataset Indices: [1, 1], Sample Indices: [1193, 14803]
Batch 85493 - Dataset Indices: [0, 0], Sample Indices: [42131, 9544]
Batch 85494 - Dataset Indices: [0, 0], Sample Indices: [23647, 51527]
Batch 85495 - Dataset Indices: [1, 1], Sample Indices: [8854, 5241]
Batch 85496 - Dataset Indices: [1, 1], Sample Indices: [11007, 12133]
Batch 85497 - Dataset Indices: [2, 2], Sample Indices: [1658, 966]
Batch 85498 - Dataset Indices: [0, 0], Sample Indices: [26619, 24552]
Batch 85499 - Dataset Indices: [1, 1], Sample Indices: [14092, 7439]
Batch 85500 - Dataset Indices: [2, 2], Sample Indices: [859, 6182]
Batch 85501 - Dataset Indices: [1, 1], Sample Indices: [5653, 14853]
Batch 85502 - Dataset Indices: [0, 0], Sample Indices: [47051, 2207]
Batch 85503 - Dataset Indices: [2, 2], Sample Indices: [7286, 4469]
Batch 85504 - Dataset Indices: [0, 0], Sample Indices: [4538, 23780]
Batch 85505 - Dataset Indices: [0, 0], Sample Indices: [37195, 34454]
Batch 85506 - Dataset Indices: [0, 0], Sample Indices: [52347, 31438]
Batch 85507 - Dataset Indices: [1, 1], Sample Indices: [18836, 9191]
Batch 85508 - Dataset Indices: [2, 2], Sample Indices: [7833, 723]
Batch 85509 - Dataset Indices: [1, 1], Sample Indices: [15043, 19452]
Batch 85510 - Dataset Indices: [0, 0], Sample Indices: [707, 19282]
Batch 85511 - Dataset Indices: [1, 1], Sample Indices: [3505, 6125]
Batch 85512 - Dataset Indices: [0, 0], Sample Indices: [16095, 5004]
Batch 85513 - Dataset Indices: [0, 0], Sample Indices: [29659, 13764]
Batch 85514 - Dataset Indices: [0, 0], Sample Indices: [41578, 70439]
Batch 85515 - Dataset Indices: [2, 2], Sample Indices: [4764, 2519]
Batch 85516 - Dataset Indices: [0, 0], Sample Indices: [6210, 30487]
Batch 85517 - Dataset Indices: [1, 1], Sample Indices: [12896, 1822]
Batch 85518 - Dataset Indices: [2, 2], Sample Indices: [8622, 2405]
Batch 85519 - Dataset Indices: [2, 2], Sample Indices: [6903, 147]
Batch 85520 - Dataset Indices: [1, 1], Sample Indices: [14223, 18227]
Batch 85521 - Dataset Indices: [0, 0], Sample Indices: [69625, 9572]
Batch 85522 - Dataset Indices: [2, 2], Sample Indices: [2028, 1738]
Batch 85523 - Dataset Indices: [0, 0], Sample Indices: [52872, 3848]
Batch 85524 - Dataset Indices: [1, 1], Sample Indices: [5616, 13060]
Batch 85525 - Dataset Indices: [2, 2], Sample Indices: [6005, 5172]
Batch 85526 - Dataset Indices: [0, 0], Sample Indices: [26536, 42949]
Batch 85527 - Dataset Indices: [1, 1], Sample Indices: [11241, 19364]
Batch 85528 - Dataset Indices: [0, 0], Sample Indices: [20844, 50797]
Batch 85529 - Dataset Indices: [2, 2], Sample Indices: [1727, 1251]
Batch 85530 - Dataset Indices: [1, 1], Sample Indices: [7781, 1803]
Batch 85531 - Dataset Indices: [0, 0], Sample Indices: [52364, 9149]
Batch 85532 - Dataset Indices: [2, 2], Sample Indices: [5798, 914]
Batch 85533 - Dataset Indices: [1, 1], Sample Indices: [12821, 6555]
Batch 85534 - Dataset Indices: [2, 2], Sample Indices: [8193, 8605]
Batch 85535 - Dataset Indices: [1, 1], Sample Indices: [18483, 4851]
Batch 85536 - Dataset Indices: [0, 0], Sample Indices: [54972, 23103]
Batch 85537 - Dataset Indices: [0, 0], Sample Indices: [61511, 16759]
Batch 85538 - Dataset Indices: [2, 2], Sample Indices: [8236, 4302]
Batch 85539 - Dataset Indices: [2, 2], Sample Indices: [5034, 8082]
Batch 85540 - Dataset Indices: [0, 0], Sample Indices: [3364, 15453]
Batch 85541 - Dataset Indices: [1, 1], Sample Indices: [9670, 9252]
Batch 85542 - Dataset Indices: [0, 0], Sample Indices: [25653, 28973]
Batch 85543 - Dataset Indices: [0, 0], Sample Indices: [18028, 27585]
Batch 85544 - Dataset Indices: [2, 2], Sample Indices: [8182, 6594]
Batch 85545 - Dataset Indices: [1, 1], Sample Indices: [11473, 11323]
Batch 85546 - Dataset Indices: [0, 0], Sample Indices: [43824, 63054]
Batch 85547 - Dataset Indices: [1, 1], Sample Indices: [4379, 13870]
Batch 85548 - Dataset Indices: [0, 0], Sample Indices: [33502, 9720]
Batch 85549 - Dataset Indices: [2, 2], Sample Indices: [1029, 1410]
Batch 85550 - Dataset Indices: [0, 0], Sample Indices: [31991, 12625]
Batch 85551 - Dataset Indices: [1, 1], Sample Indices: [5988, 3419]
Batch 85552 - Dataset Indices: [1, 1], Sample Indices: [4937, 20444]
Batch 85553 - Dataset Indices: [2, 2], Sample Indices: [4578, 876]
Batch 85554 - Dataset Indices: [2, 2], Sample Indices: [7424, 1062]
Batch 85555 - Dataset Indices: [1, 1], Sample Indices: [12884, 5475]
Batch 85556 - Dataset Indices: [1, 1], Sample Indices: [6817, 4732]
Batch 85557 - Dataset Indices: [2, 2], Sample Indices: [4197, 7206]
Batch 85558 - Dataset Indices: [2, 2], Sample Indices: [409, 8727]
Batch 85559 - Dataset Indices: [0, 0], Sample Indices: [67175, 19216]
Batch 85560 - Dataset Indices: [0, 0], Sample Indices: [24816, 35026]
Batch 85561 - Dataset Indices: [0, 0], Sample Indices: [17285, 2371]
Batch 85562 - Dataset Indices: [2, 2], Sample Indices: [8469, 2523]
Batch 85563 - Dataset Indices: [1, 1], Sample Indices: [1431, 18904]
Batch 85564 - Dataset Indices: [2, 2], Sample Indices: [3660, 8691]
Batch 85565 - Dataset Indices: [1, 1], Sample Indices: [3110, 19261]
Batch 85566 - Dataset Indices: [1, 1], Sample Indices: [717, 749]
Batch 85567 - Dataset Indices: [2, 2], Sample Indices: [3620, 3524]
Batch 85568 - Dataset Indices: [0, 0], Sample Indices: [10090, 39632]
Batch 85569 - Dataset Indices: [1, 1], Sample Indices: [19246, 6253]
Batch 85570 - Dataset Indices: [1, 1], Sample Indices: [7492, 507]
Batch 85571 - Dataset Indices: [1, 1], Sample Indices: [18914, 16639]
Batch 85572 - Dataset Indices: [0, 0], Sample Indices: [70907, 13575]
Batch 85573 - Dataset Indices: [2, 2], Sample Indices: [6179, 1297]
Batch 85574 - Dataset Indices: [2, 2], Sample Indices: [5336, 218]
Batch 85575 - Dataset Indices: [0, 0], Sample Indices: [45856, 30706]
Batch 85576 - Dataset Indices: [1, 1], Sample Indices: [8217, 774]
Batch 85577 - Dataset Indices: [1, 1], Sample Indices: [7826, 9556]
Batch 85578 - Dataset Indices: [0, 0], Sample Indices: [7243, 66977]
Batch 85579 - Dataset Indices: [0, 0], Sample Indices: [58718, 18299]
Batch 85580 - Dataset Indices: [2, 2], Sample Indices: [239, 6459]
Batch 85581 - Dataset Indices: [0, 0], Sample Indices: [60531, 72952]
Batch 85582 - Dataset Indices: [0, 0], Sample Indices: [36901, 899]
Batch 85583 - Dataset Indices: [2, 2], Sample Indices: [3697, 3667]
Batch 85584 - Dataset Indices: [0, 0], Sample Indices: [863, 10207]
Batch 85585 - Dataset Indices: [1, 1], Sample Indices: [12942, 83]
Batch 85586 - Dataset Indices: [0, 0], Sample Indices: [26459, 47247]
Batch 85587 - Dataset Indices: [1, 1], Sample Indices: [12261, 11960]
Batch 85588 - Dataset Indices: [1, 1], Sample Indices: [20064, 5217]
Batch 85589 - Dataset Indices: [0, 0], Sample Indices: [29490, 58609]
Batch 85590 - Dataset Indices: [2, 2], Sample Indices: [1620, 5269]
Batch 85591 - Dataset Indices: [0, 0], Sample Indices: [62679, 17506]
Batch 85592 - Dataset Indices: [0, 0], Sample Indices: [15172, 27063]
Batch 85593 - Dataset Indices: [1, 1], Sample Indices: [12584, 19746]
Batch 85594 - Dataset Indices: [0, 0], Sample Indices: [66378, 67545]
Batch 85595 - Dataset Indices: [1, 1], Sample Indices: [10318, 17803]
Batch 85596 - Dataset Indices: [1, 1], Sample Indices: [20228, 2289]
Batch 85597 - Dataset Indices: [0, 0], Sample Indices: [24393, 47106]
Batch 85598 - Dataset Indices: [1, 1], Sample Indices: [16933, 15180]
Batch 85599 - Dataset Indices: [0, 0], Sample Indices: [60805, 2737]
Batch 85600 - Dataset Indices: [0, 0], Sample Indices: [59612, 36137]
Batch 85601 - Dataset Indices: [2, 2], Sample Indices: [5526, 7571]
Batch 85602 - Dataset Indices: [0, 0], Sample Indices: [70181, 1244]
Batch 85603 - Dataset Indices: [0, 0], Sample Indices: [14057, 53157]
Batch 85604 - Dataset Indices: [0, 0], Sample Indices: [8010, 9943]
Batch 85605 - Dataset Indices: [1, 1], Sample Indices: [16430, 5703]
Batch 85606 - Dataset Indices: [2, 2], Sample Indices: [3024, 4966]
Batch 85607 - Dataset Indices: [0, 0], Sample Indices: [31011, 34418]
Batch 85608 - Dataset Indices: [0, 0], Sample Indices: [64492, 71291]
Batch 85609 - Dataset Indices: [1, 1], Sample Indices: [12298, 17847]
Batch 85610 - Dataset Indices: [2, 2], Sample Indices: [4621, 3651]
Batch 85611 - Dataset Indices: [1, 1], Sample Indices: [4395, 3280]
Batch 85612 - Dataset Indices: [1, 1], Sample Indices: [6925, 5362]
Batch 85613 - Dataset Indices: [2, 2], Sample Indices: [3698, 8801]
Batch 85614 - Dataset Indices: [1, 1], Sample Indices: [14762, 12079]
Batch 85615 - Dataset Indices: [0, 0], Sample Indices: [69246, 61683]
Batch 85616 - Dataset Indices: [0, 0], Sample Indices: [23355, 11075]
Batch 85617 - Dataset Indices: [2, 2], Sample Indices: [3395, 6124]
Batch 85618 - Dataset Indices: [0, 0], Sample Indices: [49681, 251]
Batch 85619 - Dataset Indices: [1, 1], Sample Indices: [14850, 8201]
Batch 85620 - Dataset Indices: [1, 1], Sample Indices: [6649, 12658]
Batch 85621 - Dataset Indices: [2, 2], Sample Indices: [347, 401]
Batch 85622 - Dataset Indices: [2, 2], Sample Indices: [1778, 431]
Batch 85623 - Dataset Indices: [2, 2], Sample Indices: [3709, 1997]
Batch 85624 - Dataset Indices: [1, 1], Sample Indices: [8436, 13462]
Batch 85625 - Dataset Indices: [1, 1], Sample Indices: [10205, 16010]
Batch 85626 - Dataset Indices: [0, 0], Sample Indices: [58388, 47061]
Batch 85627 - Dataset Indices: [2, 2], Sample Indices: [4230, 7032]
Batch 85628 - Dataset Indices: [0, 0], Sample Indices: [41786, 21679]
Batch 85629 - Dataset Indices: [2, 2], Sample Indices: [4715, 894]
Batch 85630 - Dataset Indices: [0, 0], Sample Indices: [52992, 26698]
Batch 85631 - Dataset Indices: [0, 0], Sample Indices: [68305, 67307]
Batch 85632 - Dataset Indices: [0, 0], Sample Indices: [30604, 41738]
Batch 85633 - Dataset Indices: [0, 0], Sample Indices: [22501, 311]
Batch 85634 - Dataset Indices: [0, 0], Sample Indices: [72228, 23655]
Batch 85635 - Dataset Indices: [2, 2], Sample Indices: [201, 4121]
Batch 85636 - Dataset Indices: [1, 1], Sample Indices: [19174, 12150]
Batch 85637 - Dataset Indices: [2, 2], Sample Indices: [5296, 6368]
Batch 85638 - Dataset Indices: [1, 1], Sample Indices: [18610, 1146]
Batch 85639 - Dataset Indices: [1, 1], Sample Indices: [7652, 18536]
Batch 85640 - Dataset Indices: [0, 0], Sample Indices: [66173, 71014]
Batch 85641 - Dataset Indices: [2, 2], Sample Indices: [1864, 2777]
Batch 85642 - Dataset Indices: [2, 2], Sample Indices: [881, 2626]
Batch 85643 - Dataset Indices: [1, 1], Sample Indices: [4433, 9873]
Batch 85644 - Dataset Indices: [2, 2], Sample Indices: [921, 2930]
Batch 85645 - Dataset Indices: [0, 0], Sample Indices: [56548, 21413]
Batch 85646 - Dataset Indices: [0, 0], Sample Indices: [45906, 60938]
Batch 85647 - Dataset Indices: [1, 1], Sample Indices: [10241, 1554]
Batch 85648 - Dataset Indices: [1, 1], Sample Indices: [1425, 6424]
Batch 85649 - Dataset Indices: [1, 1], Sample Indices: [14044, 10844]
Batch 85650 - Dataset Indices: [1, 1], Sample Indices: [2765, 11429]
Batch 85651 - Dataset Indices: [0, 0], Sample Indices: [48922, 9773]
Batch 85652 - Dataset Indices: [1, 1], Sample Indices: [17177, 2914]
Batch 85653 - Dataset Indices: [0, 0], Sample Indices: [54066, 64754]
Batch 85654 - Dataset Indices: [2, 2], Sample Indices: [295, 2609]
Batch 85655 - Dataset Indices: [2, 2], Sample Indices: [1951, 170]
Batch 85656 - Dataset Indices: [0, 0], Sample Indices: [8127, 13647]
Batch 85657 - Dataset Indices: [0, 0], Sample Indices: [42755, 6673]
Batch 85658 - Dataset Indices: [0, 0], Sample Indices: [36105, 9311]
Batch 85659 - Dataset Indices: [2, 2], Sample Indices: [462, 2078]
Batch 85660 - Dataset Indices: [1, 1], Sample Indices: [6668, 13985]
Batch 85661 - Dataset Indices: [0, 0], Sample Indices: [53110, 42894]
Batch 85662 - Dataset Indices: [2, 2], Sample Indices: [2983, 7172]
Batch 85663 - Dataset Indices: [0, 0], Sample Indices: [40643, 13582]
Batch 85664 - Dataset Indices: [1, 1], Sample Indices: [8574, 7987]
Batch 85665 - Dataset Indices: [1, 1], Sample Indices: [17899, 4367]
Batch 85666 - Dataset Indices: [0, 0], Sample Indices: [1150, 4183]
Batch 85667 - Dataset Indices: [2, 2], Sample Indices: [6352, 295]
Batch 85668 - Dataset Indices: [1, 1], Sample Indices: [18728, 14794]
Batch 85669 - Dataset Indices: [1, 1], Sample Indices: [14412, 4254]
Batch 85670 - Dataset Indices: [2, 2], Sample Indices: [6408, 1922]
Batch 85671 - Dataset Indices: [0, 0], Sample Indices: [39476, 38716]
Batch 85672 - Dataset Indices: [0, 0], Sample Indices: [66069, 60704]
Batch 85673 - Dataset Indices: [1, 1], Sample Indices: [19454, 15966]
Batch 85674 - Dataset Indices: [2, 2], Sample Indices: [6933, 3058]
Batch 85675 - Dataset Indices: [2, 2], Sample Indices: [2044, 6240]
Batch 85676 - Dataset Indices: [1, 1], Sample Indices: [3798, 8524]
Batch 85677 - Dataset Indices: [1, 1], Sample Indices: [10024, 16655]
Batch 85678 - Dataset Indices: [1, 1], Sample Indices: [2233, 17905]
Batch 85679 - Dataset Indices: [0, 0], Sample Indices: [4487, 18424]
Batch 85680 - Dataset Indices: [2, 2], Sample Indices: [6575, 7316]
Batch 85681 - Dataset Indices: [1, 1], Sample Indices: [3366, 16042]
Batch 85682 - Dataset Indices: [0, 0], Sample Indices: [37381, 54570]
Batch 85683 - Dataset Indices: [2, 2], Sample Indices: [2375, 1599]
Batch 85684 - Dataset Indices: [0, 0], Sample Indices: [28331, 11227]
Batch 85685 - Dataset Indices: [2, 2], Sample Indices: [4620, 5872]
Batch 85686 - Dataset Indices: [0, 0], Sample Indices: [50642, 12638]
Batch 85687 - Dataset Indices: [2, 2], Sample Indices: [1484, 8334]
Batch 85688 - Dataset Indices: [1, 1], Sample Indices: [13310, 6511]
Batch 85689 - Dataset Indices: [0, 0], Sample Indices: [13784, 12804]
Batch 85690 - Dataset Indices: [0, 0], Sample Indices: [5804, 43068]
Batch 85691 - Dataset Indices: [0, 0], Sample Indices: [2551, 51930]
Batch 85692 - Dataset Indices: [2, 2], Sample Indices: [3833, 1502]
Batch 85693 - Dataset Indices: [1, 1], Sample Indices: [109, 6868]
Batch 85694 - Dataset Indices: [1, 1], Sample Indices: [19692, 957]
Batch 85695 - Dataset Indices: [1, 1], Sample Indices: [12806, 7270]
Batch 85696 - Dataset Indices: [0, 0], Sample Indices: [22974, 22174]
Batch 85697 - Dataset Indices: [1, 1], Sample Indices: [5615, 5272]
Batch 85698 - Dataset Indices: [2, 2], Sample Indices: [2571, 7138]
Batch 85699 - Dataset Indices: [0, 0], Sample Indices: [37551, 53998]
Batch 85700 - Dataset Indices: [0, 0], Sample Indices: [50435, 58191]
Batch 85701 - Dataset Indices: [0, 0], Sample Indices: [2415, 12650]
Batch 85702 - Dataset Indices: [1, 1], Sample Indices: [18724, 5020]
Batch 85703 - Dataset Indices: [1, 1], Sample Indices: [17810, 927]
Batch 85704 - Dataset Indices: [2, 2], Sample Indices: [7558, 8463]
Batch 85705 - Dataset Indices: [2, 2], Sample Indices: [6283, 2306]
Batch 85706 - Dataset Indices: [2, 2], Sample Indices: [7471, 3478]
Batch 85707 - Dataset Indices: [2, 2], Sample Indices: [5407, 3109]
Batch 85708 - Dataset Indices: [2, 2], Sample Indices: [1880, 4245]
Batch 85709 - Dataset Indices: [1, 1], Sample Indices: [8893, 2036]
Batch 85710 - Dataset Indices: [2, 2], Sample Indices: [4161, 3077]
Batch 85711 - Dataset Indices: [0, 0], Sample Indices: [4610, 69575]
Batch 85712 - Dataset Indices: [0, 0], Sample Indices: [19507, 62850]
Batch 85713 - Dataset Indices: [0, 0], Sample Indices: [68673, 24829]
Batch 85714 - Dataset Indices: [1, 1], Sample Indices: [8663, 14160]
Batch 85715 - Dataset Indices: [2, 2], Sample Indices: [8041, 1623]
Batch 85716 - Dataset Indices: [2, 2], Sample Indices: [8864, 3410]
Batch 85717 - Dataset Indices: [1, 1], Sample Indices: [9163, 7015]
Batch 85718 - Dataset Indices: [2, 2], Sample Indices: [3577, 5188]
Batch 85719 - Dataset Indices: [2, 2], Sample Indices: [7796, 3236]
Batch 85720 - Dataset Indices: [2, 2], Sample Indices: [1104, 2688]
Batch 85721 - Dataset Indices: [2, 2], Sample Indices: [5969, 4951]
Batch 85722 - Dataset Indices: [0, 0], Sample Indices: [70098, 22369]
Batch 85723 - Dataset Indices: [2, 2], Sample Indices: [1055, 1031]
Batch 85724 - Dataset Indices: [2, 2], Sample Indices: [2572, 7102]
Batch 85725 - Dataset Indices: [0, 0], Sample Indices: [47755, 21112]
Batch 85726 - Dataset Indices: [2, 2], Sample Indices: [4881, 4562]
Batch 85727 - Dataset Indices: [0, 0], Sample Indices: [46300, 11265]
Batch 85728 - Dataset Indices: [1, 1], Sample Indices: [16727, 5122]
Batch 85729 - Dataset Indices: [0, 0], Sample Indices: [45264, 31077]
Batch 85730 - Dataset Indices: [1, 1], Sample Indices: [18637, 9922]
Batch 85731 - Dataset Indices: [0, 0], Sample Indices: [65181, 14601]
Batch 85732 - Dataset Indices: [0, 0], Sample Indices: [17916, 17975]
Batch 85733 - Dataset Indices: [0, 0], Sample Indices: [48674, 28784]
Batch 85734 - Dataset Indices: [2, 2], Sample Indices: [1647, 492]
Batch 85735 - Dataset Indices: [0, 0], Sample Indices: [20446, 28243]
Batch 85736 - Dataset Indices: [1, 1], Sample Indices: [4171, 15188]
Batch 85737 - Dataset Indices: [0, 0], Sample Indices: [9404, 15286]
Batch 85738 - Dataset Indices: [1, 1], Sample Indices: [11502, 18087]
Batch 85739 - Dataset Indices: [2, 2], Sample Indices: [8485, 549]
Batch 85740 - Dataset Indices: [0, 0], Sample Indices: [57626, 24430]
Batch 85741 - Dataset Indices: [1, 1], Sample Indices: [11166, 8278]
Batch 85742 - Dataset Indices: [1, 1], Sample Indices: [16855, 15113]
Batch 85743 - Dataset Indices: [1, 1], Sample Indices: [18745, 18541]
Batch 85744 - Dataset Indices: [2, 2], Sample Indices: [2093, 5799]
Batch 85745 - Dataset Indices: [1, 1], Sample Indices: [17284, 277]
Batch 85746 - Dataset Indices: [0, 0], Sample Indices: [3080, 31544]
Batch 85747 - Dataset Indices: [0, 0], Sample Indices: [31108, 53523]
Batch 85748 - Dataset Indices: [0, 0], Sample Indices: [22823, 10544]
Batch 85749 - Dataset Indices: [1, 1], Sample Indices: [20282, 4110]
Batch 85750 - Dataset Indices: [2, 2], Sample Indices: [8092, 7011]
Batch 85751 - Dataset Indices: [1, 1], Sample Indices: [8480, 16640]
Batch 85752 - Dataset Indices: [2, 2], Sample Indices: [48, 8863]
Batch 85753 - Dataset Indices: [1, 1], Sample Indices: [10521, 4934]
Batch 85754 - Dataset Indices: [0, 0], Sample Indices: [44858, 41106]
Batch 85755 - Dataset Indices: [0, 0], Sample Indices: [40898, 42927]
Batch 85756 - Dataset Indices: [0, 0], Sample Indices: [49877, 69371]
Batch 85757 - Dataset Indices: [2, 2], Sample Indices: [3996, 8298]
Batch 85758 - Dataset Indices: [1, 1], Sample Indices: [6906, 7644]
Batch 85759 - Dataset Indices: [2, 2], Sample Indices: [1759, 8385]
Batch 85760 - Dataset Indices: [2, 2], Sample Indices: [4321, 110]
Batch 85761 - Dataset Indices: [0, 0], Sample Indices: [36704, 10198]
Batch 85762 - Dataset Indices: [0, 0], Sample Indices: [46046, 1371]
Batch 85763 - Dataset Indices: [1, 1], Sample Indices: [16664, 3621]
Batch 85764 - Dataset Indices: [1, 1], Sample Indices: [6683, 17782]
Batch 85765 - Dataset Indices: [1, 1], Sample Indices: [17628, 8068]
Batch 85766 - Dataset Indices: [2, 2], Sample Indices: [8059, 5207]
Batch 85767 - Dataset Indices: [2, 2], Sample Indices: [7493, 1835]
Batch 85768 - Dataset Indices: [2, 2], Sample Indices: [3058, 1931]
Batch 85769 - Dataset Indices: [0, 0], Sample Indices: [22034, 14524]
Batch 85770 - Dataset Indices: [0, 0], Sample Indices: [19460, 69551]
Batch 85771 - Dataset Indices: [1, 1], Sample Indices: [7975, 1346]
Batch 85772 - Dataset Indices: [1, 1], Sample Indices: [6729, 14797]
Batch 85773 - Dataset Indices: [0, 0], Sample Indices: [60368, 3755]
Batch 85774 - Dataset Indices: [1, 1], Sample Indices: [12221, 909]
Batch 85775 - Dataset Indices: [0, 0], Sample Indices: [45399, 71032]
Batch 85776 - Dataset Indices: [2, 2], Sample Indices: [8826, 8780]
Batch 85777 - Dataset Indices: [2, 2], Sample Indices: [7718, 8444]
Batch 85778 - Dataset Indices: [2, 2], Sample Indices: [2618, 666]
Batch 85779 - Dataset Indices: [1, 1], Sample Indices: [16785, 2454]
Batch 85780 - Dataset Indices: [2, 2], Sample Indices: [3246, 3830]
Batch 85781 - Dataset Indices: [1, 1], Sample Indices: [13538, 2037]
Batch 85782 - Dataset Indices: [1, 1], Sample Indices: [3078, 1322]
Batch 85783 - Dataset Indices: [1, 1], Sample Indices: [2336, 688]
Batch 85784 - Dataset Indices: [1, 1], Sample Indices: [15800, 12517]
Batch 85785 - Dataset Indices: [0, 0], Sample Indices: [1029, 30775]
Batch 85786 - Dataset Indices: [2, 2], Sample Indices: [4506, 1728]
Batch 85787 - Dataset Indices: [1, 1], Sample Indices: [13123, 13423]
Batch 85788 - Dataset Indices: [0, 0], Sample Indices: [20491, 54658]
Batch 85789 - Dataset Indices: [2, 2], Sample Indices: [4472, 8677]
Batch 85790 - Dataset Indices: [1, 1], Sample Indices: [5890, 5762]
Batch 85791 - Dataset Indices: [1, 1], Sample Indices: [1227, 18406]
Batch 85792 - Dataset Indices: [1, 1], Sample Indices: [8153, 13512]
Batch 85793 - Dataset Indices: [0, 0], Sample Indices: [50529, 19641]
Batch 85794 - Dataset Indices: [1, 1], Sample Indices: [20261, 14892]
Batch 85795 - Dataset Indices: [0, 0], Sample Indices: [25936, 45934]
Batch 85796 - Dataset Indices: [2, 2], Sample Indices: [5847, 2983]
Batch 85797 - Dataset Indices: [0, 0], Sample Indices: [69653, 5492]
Batch 85798 - Dataset Indices: [1, 1], Sample Indices: [8512, 18212]
Batch 85799 - Dataset Indices: [0, 0], Sample Indices: [40907, 15860]
Batch 85800 - Dataset Indices: [1, 1], Sample Indices: [20245, 11411]
Batch 85801 - Dataset Indices: [0, 0], Sample Indices: [1779, 20266]
Batch 85802 - Dataset Indices: [2, 2], Sample Indices: [484, 3972]
Batch 85803 - Dataset Indices: [2, 2], Sample Indices: [6447, 7434]
Batch 85804 - Dataset Indices: [1, 1], Sample Indices: [4703, 9473]
Batch 85805 - Dataset Indices: [2, 2], Sample Indices: [1317, 2567]
Batch 85806 - Dataset Indices: [1, 1], Sample Indices: [15870, 213]
Batch 85807 - Dataset Indices: [0, 0], Sample Indices: [67518, 35514]
Batch 85808 - Dataset Indices: [1, 1], Sample Indices: [3365, 4001]
Batch 85809 - Dataset Indices: [1, 1], Sample Indices: [9756, 15996]
Batch 85810 - Dataset Indices: [1, 1], Sample Indices: [12085, 2390]
Batch 85811 - Dataset Indices: [1, 1], Sample Indices: [4264, 8373]
Batch 85812 - Dataset Indices: [0, 0], Sample Indices: [54302, 2736]
Batch 85813 - Dataset Indices: [2, 2], Sample Indices: [2977, 7190]
Batch 85814 - Dataset Indices: [2, 2], Sample Indices: [2519, 2496]
Batch 85815 - Dataset Indices: [0, 0], Sample Indices: [9938, 71963]
Batch 85816 - Dataset Indices: [0, 0], Sample Indices: [27475, 7779]
Batch 85817 - Dataset Indices: [0, 0], Sample Indices: [65976, 36042]
Batch 85818 - Dataset Indices: [1, 1], Sample Indices: [13704, 15530]
Batch 85819 - Dataset Indices: [2, 2], Sample Indices: [8918, 6773]
Batch 85820 - Dataset Indices: [2, 2], Sample Indices: [311, 2079]
Batch 85821 - Dataset Indices: [1, 1], Sample Indices: [14835, 11149]
